Index,demand
0,0.04559364790298234
1,0.0370135194562231
2,0.01689912486810361
3,0.04942486537258209
4,0.05375564289497177
5,0.023020709415899752
6,0.03329515657045661
7,0.12346449202843382
8,0.03502038745007609
9,0.0664224709601146
10,0.042344614880505504
11,0.23649646740046293
12,0.2239274153790538
13,0.04166559682446219
14,0.09904287436997075
15,0.06960159474706909
16,0.17184151566370148
17,0.042984415419518154
18,0.10760251488939121
19,0.042471533683569464
20,0.01322958365990114
21,0.033538944268497246
22,0.09937479948939462
23,0.029866136119596334
24,0.5593135519833294
25,0.13732376677474512
26,0.027597582157374744
27,0.09659921790428602
28,0.05039340827788017
29,0.01381207373746088
30,0.024403005869078516
31,0.040970149179101065
32,0.03382263555758485
33,0.09289805218833301
34,0.2613027322917931
35,0.4552825967227293
36,0.03900774178089422
37,0.04666821898655124
38,0.06728604693945855
39,0.12833235021452088
40,0.011563952832894915
41,0.015214710868497426
42,0.01852686696919943
43,0.04386847112254379
44,0.03793532514633505
45,0.061532834873350886
46,0.07369991485047518
47,0.3919142335485255
48,0.10098867440491274
49,0.09024814727951391
50,0.28300787906211694
51,0.07450882098756755
52,0.02803768343205991
53,0.18080963581841053
54,0.017723797720777
55,0.05281005623108953
56,0.12881713020842558
57,0.035866983211733726
58,0.03938318561178684
59,0.03494988889193369
60,0.02843966955055364
61,0.07534903373821694
62,0.09716245413363156
63,0.05310014211517711
64,0.03121630045498181
65,0.3712330570572481
66,0.0384160750981047
67,0.04657588638888599
68,0.04624613983711551
69,0.05884197943962416
70,0.03790595105925861
71,0.04088393548415205
72,0.00791792212704314
73,0.033300801336511004
74,0.041365174849429164
75,0.02907569024068679
76,0.05517319100033921
77,0.12628685735578354
78,0.11987780411569504
79,0.04528232198673571
80,0.04378594992955023
81,0.015025264179269346
82,0.015961248647380882
83,0.0944934535406382
84,0.10629157933785002
85,0.05651078949093391
86,0.1480378171101744
87,0.42865760660044894
88,0.07754258870077904
89,0.04855129188000142
90,0.01835336109682761
91,0.0380644761974613
92,0.08461513896325484
93,0.11995753803171531
94,0.16249693078294924
95,0.022498118031797402
96,0.026294008304984066
97,0.038623205549723774
98,0.011130597019176094
99,0.01006895622769038
100,0.03088096879069803
101,0.026690096899319636
102,0.03634447712095381
103,0.12501939120617517
104,0.043745034645972784
105,0.03582278419588338
106,0.03604537107077262
107,0.10243765955346987
108,0.46535164012165364
109,0.0512531982952172
110,0.019220171805812453
111,0.025696450537037823
112,0.04012476707240518
113,0.050045413078985954
114,0.03110394676157908
115,0.109966459324733
116,0.1517479095366186
117,0.08714811344894739
118,0.08640063972450707
119,0.045241155427523286
120,0.0290002410413645
121,0.02837729633862713
122,0.027344474181390986
123,0.0368286695345946
124,0.004007576269118461
125,0.07281643588988493
126,0.06111413302118494
127,0.22113731591310798
128,0.025222437275267268
129,0.05349404485400851
130,0.04629057153849822
131,0.03105282983600154
132,0.03296802610438117
133,0.029250968382664923
134,0.04604086023161752
135,0.0290797016917166
136,0.07938931355381702
137,0.13505169895977848
138,0.26063397049086184
139,0.048219796121968396
140,0.04871117618931513
141,0.10346652695116569
142,0.07595907633854904
143,0.01736340118784442
144,0.06380169646528153
145,0.017518913225715214
146,0.014510554656616279
147,0.03310456043468345
148,0.11931276531163093
149,0.02032231970492078
150,0.014136635990937675
151,0.028965928552156094
152,0.06360402623738905
153,0.0755477472833692
154,0.1495279621987045
155,0.12143860612341645
156,0.22611898988989187
157,0.08062119967862652
158,0.05707266661886769
159,0.02455297184152358
160,0.05188592790368583
161,0.048249885095583006
162,0.10058272263202693
163,0.04921069519126878
164,0.5682237756753454
165,0.12769573278200633
166,0.02979622779553023
167,0.12876307231994832
168,0.07252774994715534
169,0.05246503241848835
170,0.02018879714345078
171,0.023380310839145033
172,0.014113508450139398
173,0.04358241038023036
174,0.017043281296697823
175,0.0185242980068007
176,0.0652742001964912
177,0.05008579587435586
178,0.07985658858291281
179,0.07003250991495483
180,0.11815558110529997
181,0.23662410686312507
182,0.3696575077009147
183,0.07669073550399763
184,0.03448433354159322
185,0.08827406021540618
186,0.02625722247751966
187,0.05256066488790053
188,0.010859110941852088
189,0.06504299199197175
190,0.06592606076457012
191,0.14371423544250883
192,0.06592229090082498
193,0.11627211983826634
194,0.05324538076433614
195,0.0663043086859957
196,0.030188930753601306
197,0.025863525031722713
198,0.1162660927902798
199,0.03637982181394274
200,0.0662490188196369
201,0.04033772345653282
202,0.009002610599011616
203,0.024675799295217377
204,0.031923730220995275
205,0.05856651912232354
206,0.08038529765892465
207,0.14763728910043603
208,0.12555846769589765
209,0.17280320003484145
210,0.1272280611055074
211,0.1334918280988141
212,0.016035420554364493
213,0.09907429924423738
214,0.06025895729081046
215,0.009789410619618414
216,0.04032408905583884
217,0.09281637161242015
218,0.04537853612244407
219,0.0321919272820269
220,0.06369184587627588
221,0.054680262152416934
222,0.017871436049362165
223,0.07407462939501304
224,0.08855112901557606
225,0.044202427472153555
226,0.05766193782753584
227,0.030073441716799827
228,0.03432980004498392
