Index,demand
0,0.05100333759225292
1,0.027252070542667574
2,0.016666081808999714
3,0.03831716669370727
4,0.057658773266852315
5,0.04251286471265557
6,0.03468248607277538
7,0.09674813046924272
8,0.03733826893270623
9,0.05639378110506555
10,0.03523532184123297
11,0.24276470829999336
12,0.235887111093697
13,0.04044294521748881
14,0.10305332588638555
15,0.06599673848819808
16,0.15812910602823432
17,0.05565608385404035
18,0.12113324932552114
19,0.045081873994181246
20,0.013021413977187191
21,0.01938806158428231
22,0.0987917109095342
23,0.04372397314566562
24,0.5879894346079457
25,0.11138393628386564
26,0.0426733081819522
27,0.10263587870950602
28,0.04246405578460033
29,0.0294981202622166
30,0.021526441351384228
31,0.028623554594242324
32,0.020883545108991187
33,0.06688078406703978
34,0.24323374063468006
35,0.4270584099654321
36,0.05174181900155894
37,0.05506021991131914
38,0.08178486662439113
39,0.1187892546884882
40,0.022833503051406284
41,0.010781350964881847
42,0.017788164959074197
43,0.04159140437562166
44,0.030495602754984148
45,0.06142978322245096
46,0.053437590662498466
47,0.3812633655625352
48,0.1043840518414051
49,0.10392981429784644
50,0.3195995690593963
51,0.08384131729035957
52,0.03017618198905296
53,0.20585193172567223
54,0.01455659029849984
55,0.04811746975015316
56,0.10407939534730548
57,0.03442291043639726
58,0.024788079829965552
59,0.042725836249219856
60,0.025272679988394074
61,0.07711840373684928
62,0.0868371561372148
63,0.050028326886702806
64,0.03777613554175069
65,0.386058591737776
66,0.018317938524379223
67,0.045789627181182554
68,0.038556387482763355
69,0.04753498002167363
70,0.0192493635706834
71,0.028211332896050177
72,0.0063246946480037085
73,0.034493489658510526
74,0.04483299438903712
75,0.03598309456742258
76,0.07226240765756181
77,0.10292354709527403
78,0.10904015113435153
79,0.03671197572752171
80,0.03917670724784563
81,0.008221949534830415
82,0.011711171621004084
83,0.08792675821219235
84,0.08160202168162221
85,0.059902187540344466
86,0.12005737930397342
87,0.3667363726477744
88,0.08799679538521499
89,0.018520050054152665
90,0.01587632602713631
91,0.0268712924224107
92,0.0640749100772011
93,0.1157896821677225
94,0.16911312423593983
95,0.020046379763401442
96,0.06504069312382589
97,0.05034182535622249
98,0.009538800378744588
99,0.01571448170301142
100,0.024009503538908142
101,0.022991106877397114
102,0.028245022592162612
103,0.13599514013733613
104,0.04132992929651179
105,0.044580817681883544
106,0.03528333243820602
107,0.10240061779520465
108,0.4382064413448744
109,0.03792906127897277
110,0.028970302740771066
111,0.02442244152696525
112,0.04452927266748749
113,0.052897726252324556
114,0.02817114703995159
115,0.09902450765953016
116,0.13492240198953886
117,0.08475784067619506
118,0.08331252012464012
119,0.059934799579120485
120,0.023200452003677912
121,0.02904337051649626
122,0.03213189440317481
123,0.030668957729444973
124,0.0052973686215211785
125,0.050839469309672716
126,0.06582377866921842
127,0.22384515950294823
128,0.030744906884120838
129,0.04824450385408541
130,0.031168739432203368
131,0.018556528601371684
132,0.020906882788073018
133,0.03976636697418297
134,0.04273582062333804
135,0.029368874840116285
136,0.0870005277623621
137,0.12040908422037531
138,0.2144337135234345
139,0.037582111217226856
140,0.04099690747225708
141,0.08101442023117322
142,0.046615696219973655
143,0.021127755700259824
144,0.04589417757493942
145,0.017339367662650675
146,0.011773215686895634
147,0.025848573308075884
148,0.09830601218094169
149,0.0310637344484871
150,0.021418019951079587
151,0.029241854520435637
152,0.07015836246243001
153,0.07285787711133297
154,0.1484329786212472
155,0.12110801893204659
156,0.20802682589144167
157,0.06660122825743967
158,0.04988304743906186
159,0.030078183570700443
160,0.049783077152644975
161,0.04323682789269281
162,0.06718072907695671
163,0.05640361391924317
164,0.5837840037959827
165,0.1147986507580496
166,0.021000045452270036
167,0.10013689035186185
168,0.04240633207205557
169,0.036597620677809715
170,0.021355155527133504
171,0.015655284230556968
172,0.019773257220000135
173,0.04469939158710187
174,0.016425225896648885
175,0.024848333120025407
176,0.07157112580992814
177,0.032756864666343526
178,0.09267021013904718
179,0.07424107567518771
180,0.1162475673630235
181,0.21528180683822803
182,0.3375676534819155
183,0.09039395512574641
184,0.030461146689944013
185,0.08977843335151113
186,0.015797407554894075
187,0.03864274537577787
188,0.01855689776757227
189,0.059406355680070175
190,0.06274830342897815
191,0.11523236302779927
192,0.05938254193178348
193,0.08691800796409145
194,0.04347274045256523
195,0.04464281625649749
196,0.021864552949965983
197,0.018486295418352294
198,0.09851532310108344
199,0.024622732589596692
200,0.05102314555886629
201,0.02407636266630144
202,0.009785905753297339
203,0.022370140283055784
204,0.03398513861176874
205,0.046014641062205916
206,0.08736762239106793
207,0.1380208838938074
208,0.11314037813694774
209,0.17438610550856412
210,0.1200333173444727
211,0.11139108658010641
212,0.024541305042184703
213,0.09539792320403694
214,0.053439679735870355
215,0.011780366497198453
216,0.04522283378425859
217,0.0958152673947571
218,0.03139090828193837
219,0.02575014906432999
220,0.04139761792573671
221,0.032064515841856454
222,0.017613306253276336
223,0.04134673630641274
224,0.08040722549573891
225,0.0342331104993021
226,0.05971636588709894
227,0.022409211271074262
228,0.015630696888610282
229,0.06127941112499452
230,0.03925799013457935
231,0.03648588563618639
232,0.06819227273914057
233,0.14332535216035724
234,0.2932130618618221
235,0.12246222103494914
236,0.13581921086110718
237,0.06992702289815739
238,0.08909264346207095
239,0.08887432864834063
240,0.09340439207200152
241,0.053521564160858265
242,0.027270869136555805
243,0.27565174635093864
244,0.06082278732547396
245,0.09767612186272116
246,0.058656917079456874
247,0.08353508621379832
248,0.01896148598011637
249,0.02154034053682568
250,0.007864827301696626
251,0.021601303384685633
252,0.019022506721532956
253,0.04441582497133192
254,0.10052539248095713
255,0.07243937122871057
256,0.06129850531873296
257,0.12493270890618048
258,0.5238791537636129
259,0.08954012502102221
260,0.024019021704775656
261,0.21916833057315402
262,0.08902197541091897
263,0.3475023263532442
264,0.15521855741050244
265,0.06282993322182212
266,0.029737068645235315
267,0.04355925852322569
268,0.024624894716325903
269,0.08621073488638423
270,0.23282077178047603
271,0.056687922288201825
272,0.3444423881091675
273,0.07904211096872407
274,0.07220637520313157
275,0.013677241229720999
276,0.01915679830342027
277,0.05548461375442498
278,0.06401385408122928
279,0.027861783019811605
280,0.1323561027154443
281,0.24570753322808933
282,0.10738769823952501
283,0.08387992210401476
284,0.045581927824651494
285,0.117679596518298
286,0.1776231456070715
287,0.24388674401008145
288,0.06452487140124044
289,0.056797017839530395
290,0.035413031943992
291,0.07900480642057287
292,0.49835593201043416
293,0.031135741470570702
294,0.06158789382036989
295,0.30550378210654067
296,0.26839376820839295
297,0.013804331614214797
298,0.0224863701673062
299,0.03500655758000125
300,0.06262473066620927
301,0.15601653220323933
302,0.22372882688505225
303,0.10185312353573053
304,0.09575447556978081
305,0.25665550670906234
306,0.2276103534729201
307,0.1388616229201313
308,0.23519483859846724
309,0.3824273635719854
310,0.08772636424758551
311,0.013342799379607712
312,0.05052283214876466
313,0.084649743655242
314,0.07095538138877815
315,0.19838137340389056
316,0.7291073769709533
317,0.04268537266990585
318,0.06426445928804528
319,0.40691509310175555
320,0.027772605433757265
321,0.057510173839477416
322,0.271701173686175
323,0.013067880968413659
324,0.04066158993068268
325,0.07918973983972016
326,0.03373130098214868
327,0.047178776239985315
328,0.14815524648955933
329,0.06245553826915479
330,0.10127338257371658
331,0.16963248573649495
332,0.15551756857851362
333,0.24778567824802467
334,0.27645684169593276
335,0.15173934840019854
336,0.0295783480478665
337,0.23722537122322052
338,0.20821122160046582
339,0.1397059634248041
340,0.7697349320073379
341,0.35365263616261106
342,0.2643473264447418
343,0.03342311554343639
344,0.12711753848444116
345,0.0525660804786385
346,0.03182446288792195
347,0.01602493201797909
348,0.011436381322516922
349,0.056076407244352006
350,0.010934884178414707
351,0.018958492521323294
352,0.015874723483405073
353,0.07823919755003655
354,0.11027488400286387
355,0.11404359869440649
356,0.11526937355945029
357,0.09017253759648351
358,0.14426635475878938
359,0.12074435060379857
360,0.028124229984104222
361,0.10288814733699869
362,0.196788446834732
363,0.0349148162340848
364,0.07261140052266726
365,0.5906385366091185
366,0.8516131751553037
367,0.4298162796969784
368,0.030035200019466576
369,0.0355491086973859
370,0.024475181080809566
371,0.05286261174572879
372,0.27606826202914064
373,0.0794575200099365
374,0.022871505531280728
375,0.043374766112610985
376,0.010364220075580147
377,0.05789499385962887
378,0.07512446380227186
379,0.07972788085435534
380,0.028655036200019607
381,0.22653314594265295
382,0.032987219513581315
383,0.04480478831522701
384,0.13110639956209105
385,0.12673495011747088
386,0.06469747957071191
387,0.05464938194379561
388,0.10179073088650484
389,0.10157681392248322
390,0.033138648063774055
391,0.10690350357039784
392,0.101772135022536
393,0.11382467108870437
394,0.7064624757972155
395,0.8878939798101041
396,0.4271819395798819
397,0.09807972301478156
398,0.03796419695606501
399,0.08897315922873605
400,0.091489605266682
401,0.2238271186212683
402,0.048798878129370206
403,0.06754854718148146
404,0.02122015115666441
405,0.05512544239839104
406,0.11660336687149442
407,0.25401381905765763
408,0.08840903203277067
409,0.6128596945347934
410,0.2403834998076365
411,0.15512931495320553
412,0.1586414974708727
413,0.09935198069505437
414,0.05844179311211732
415,0.13168291941439803
416,0.046396374770929706
417,0.037773614562158886
418,0.017235361744256848
419,0.11179098054868253
420,0.12438778488842187
421,0.045107784553892
422,0.08998893779884805
423,0.03219355567175722
424,0.7574918462145865
425,1.0164211234530922
426,0.8408048960258439
427,0.036555084990291205
428,0.03405277910765448
429,0.22725321271353982
430,0.13407803363717377
431,0.031373585487909056
